Région siège,Département siège,Arrondissement siège,Commune siège,N° SIREN,Nom du groupement,Nature juridique,Syndicat à la carte,Groupement interdépartemental,Date de création,Date d'effet,Mode de répartition des sièges,Autre mode de répartition des sièges,Nombre de membres,Population,Nombre de compétences exercées,Mode de financement,DGF Bonifiée,DSC,REOM,Autre redevance,TEOM,Autre taxe,Civilité Président,Prénom Président,Nom Président,Adresse du siège_1,Adresse du siège_2,Adresse du siège_3,Code postal du siège - Ville du siège,Téléphone du siège,Fax du siège,Courriel du siège,Site internet,Adresse annexe_1,Adresse annexe_2,Adresse annexe_3,Code postal annexe - Ville annexe,Téléphone annexe,Fax annexe
76 - Occitanie,11 - Aude,3 - Narbonne,211104096 - Vignevieille,251100848,SI de télévision du Pic de Berles,SIVU,0,0,19/10/1979,19/10/1979,MEMNB,,9,1093,1,CBUDG,0,0,0, ,0, ,Mme,Denise,OURADOU,Mairie,10 rue de la mairie,,11330 Vignevieille,04 68 70 05 02,04 68 70 05 02,vignevieille.mairie@sfr.fr,,,,, ,    ,04 68 70 05 02
76 - Occitanie,11 - Aude,2 - Limoux,211101191 - La Digne-d'Amont,251101002,SI de la vallée du Cougaing,SIVU,0,0,20/03/1985,20/03/1985,MEMNB,,4,1253,3,CBUDG,0,0,0, ,0, ,Mme,Dominique,ANDRIEU,Mairie,,,11300 La Digne d'Amont,04 68 31 72 60,04 68 31 07 64,si.cougain@orange.fr,,,,, ,04 68 20 67 64,04 68 31 07 64
76 - Occitanie,11 - Aude,1 - Carcassonne,211103858 - Soupex,251101010,SIRS de Les Cassès - Saint-Paulet - Soupex,SIVU,0,0,29/04/1987,29/04/1987,MEMNB,,4,1174,1,AUCUN,0,0,0,,0,,M.,Robert,CALVET,Mairie,,,11320 Soupex,04 68 60 02 59,04 68 60 02 59,lescasses@wanadoo.fr,,,,, ,    ,04 68 60 02 59
76 - Occitanie,11 - Aude,1 - Carcassonne,211100896 - Cenne-Monestiés,251101051,"SI de gestion de l'entente pédagogique de Carlipa, Villespy, Cenne-Monestiés",SIVU,0,0,12/07/1983,12/07/1983,MEMNB,,3,1152,1,CBUDG,0,0,0,,0,,Mme,Maryse,LALA-LAFFONT,Mairie,,,11170 Cenne Monestiés,04 68 94 23 51,04 68 94 32 91,,,,,, ,    ,04 68 94 32 91
76 - Occitanie,11 - Aude,1 - Carcassonne,211102843 - Peyrens,251101069,SI pour l'école maternelle et primaire (SIMEP),SIVU,0,0,17/07/1989,17/07/1989,AUTR,,5,1250,1,CBUDG,0,0,0, ,0, ,Mme,Eliane,BRUNEL,Mairie,,,11400 Peyrens,04 68 60 45 61,    ,mh.simep@gmail.com,,"1, place de l'Europe",,,11400 PEYRENS,04 68 23 03 73,    
76 - Occitanie,11 - Aude,1 - Carcassonne,200085512 - Val-de-Dagne,251101093,SIVOS du bassin d'école de Montlaur - Val de Dagne,SIVU,0,0,23/08/1990,23/08/1990,MEMNB,,11,1532,1,CBUDG,0,0,0, ,0, ,M.,Antonin,ANDRIEU,Mairie,,,11220 Montlaur,04 68 24 08 09,04 68 24 01 57,sivos.secretariat@orange.fr,,,,, ,    ,04 68 24 01 57
76 - Occitanie,11 - Aude,1 - Carcassonne,211104070 - Verdun-en-Lauragais,251101101,SI de gestion de l'entente pédagogique de Verdun - Villemagne,SIVU,0,0,23/08/1990,23/08/1990,MEMNB,,2,547,1,CBUDG,0,0,0, ,0, ,Mme,Josyane,SEVERAC,Mairie,1 route de Castelnaudary,,11400 Verdun en Lauragais,04 68 94 21 72,    ,sivu.v.v@gmail.com,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211103247 - Roubia,251101150,SIVOS Argens - Paraza - Roubia,SIVU,0,0,30/05/1991,30/05/1991,MEMNB,,3,1531,1,CBUDG,0,0,0, ,0, ,Mme,Linda,BELHABCHI,Mairie,16 avenue de l'hôtel de ville,,11200 Roubia,04 68 43 22 77,04 68 43 34 54,sivos.roubia@gmail.com,,,,, ,    ,04 68 43 34 54
76 - Occitanie,11 - Aude,2 - Limoux,211103023 - Puilaurens,251101192,SI de la Pourteille,SIVU,0,0,13/09/1991,13/09/1991,MEMNB,,3,399,1,CBUDG,0,0,0,,0,,M.,Gérald ,FOEGLE,Mairie,,,11140 Puilaurens,04 68 20 52 07,04 68 20 52 32,,,,,, ,    ,04 68 20 52 32
76 - Occitanie,11 - Aude,2 - Limoux,211100904 - Cépie,251101218,SI du RP de la vallée du Sou,SIVU,0,0,14/01/1992,14/01/1992,MEMNB,,2,1011,1,CBUDG,0,0,0,,0,,Mme,Marie-Claude,GAUCHE,Mairie,,,11300 Cépie,04 68 31 11 56,04 68 31 18 46,mairie-de-cepie@wanadoo.fr,,,,, ,    ,04 68 31 18 46
76 - Occitanie,11 - Aude,1 - Carcassonne,211102157 - Malves-en-Minervois,251101226,"SI de gestion de l'entente pédagogique de Malves, Bagnoles, Villarzel",SIVU,0,0,09/09/1992,09/09/1992,MEMNB,,3,1440,1,CBUDG,0,0,0, ,0, ,M.,Henri,GARCES,Mairie,,,11600 Malves en Minervois,04 68 77 12 43,04 68 77 14 89,mairiemalves@orange.fr,,,,, ,04 68 79 20 86,04 68 77 14 89
76 - Occitanie,11 - Aude,3 - Narbonne,211103668 - Sainte-Valière,251101234,SIVOS du regroupement scolaire de Ventenac,SIVU,0,0,03/12/1992,03/12/1992,MEMNB,,2,1134,1,CBUDG,0,0,0,,0,,Mme,Joëlle,GOUY-RATAJCZAK,Mairie,,,11120 Ste Valière,04 68 46 13 63,04 68 46 13 63,mairie-sainte-valiere@wanadoo.fr,,Mairie,,,11220 Ventenac en Minervois,04 68 43 23 66,04 68 46 13 63
76 - Occitanie,11 - Aude,3 - Narbonne,211100862 - Caves,251101259,SI de RP de Caves et Treilles,SIVU,0,0,05/10/1993,05/10/1993,MEMNB,,2,1151,1,CBUDG,0,0,0,,0,,M.,Bernard,DEVIC,Mairie,,,11510 Caves,04 68 45 71 71,04 68 45 65 07,mairiedecaves@wanadoo.fr,,,,, ,    ,04 68 45 65 07
76 - Occitanie,11 - Aude,2 - Limoux,211100284 - Belcaire,251101275,SIVU du RP du Pays de Sault,SIVU,0,0,17/05/1994,17/05/1994,MEMNB,,14,1576,2,CBUDG,0,0,0, ,0, ,M.,Patrice,BEDOS,Mairie,,,11340 Belcaire,04 68 20 31 23,04 68 20 36 48,mairie.belcaire@wanadoo.fr,,,,, ,04 68 20 31 23,04 68 20 36 48
76 - Occitanie,11 - Aude,2 - Limoux,211102355 - Missègre,251101309,"SIVU du RP Arques, Missègre",SIVU,0,0,15/02/1995,15/02/1995,MEMNB,,6,506,1,CBUDG,0,0,0,,0,,M.,Eric,FROMILHAGUE,Mairie,,,11580 Missègre,04 68 69 85 62,04 68 69 82 03,,,,,, ,    ,04 68 69 82 03
76 - Occitanie,11 - Aude,2 - Limoux,211103106 - Rennes-les-Bains,251101333,SIVU du RP Le Rapide du Pic,SIVU,0,0,18/07/1996,18/07/1996,MEMNB,,5,697,2,CBUDG,0,0,0,,0,,M.,Christian,ADDA,Mairie,,,11190 RENNES LES BAINS,04 68 74 02 51,04 68 74 11 81,,,,,, ,    ,04 68 74 11 81
76 - Occitanie,11 - Aude,1 - Carcassonne,211103304 - Rustiques,251101341,SIRP Badens - Rustiques,SIVU,0,0,17/02/1997,17/02/1997,MEMNB,,2,1305,1,CBUDG,0,0,0, ,0, ,M.,Alain,ESTIVAL,Mairie,28 avenue de l'Europe,,11800 Rustiques,04 68 78 63 84,04 68 78 94 12,commune-de-rustiques@orange.fr,,,,, ,    ,04 68 78 94 12
76 - Occitanie,11 - Aude,1 - Carcassonne,211101621 - Generville,251101366,SIRP de la Piège,SIVU,0,0,11/08/1997,11/08/1997,MEMNB,,12,1045,1,CBUDG,0,0,0, ,0, ,M.,Christian,LUCATO,Mairie,,,11270 Génerville,04 68 60 50 12,04 68 60 50 12,,,,,, ,    ,04 68 60 50 12
76 - Occitanie,11 - Aude,1 - Carcassonne,211104088 - Verzeille,251101374,"SIVU du RP des écoles de Ladern, Lauquet et Verzeille",SIVU,0,0,01/09/1997,01/09/1997,MEMNB,,5,1065,1,CBUDG,0,0,0, ,0, ,Mme,Marie-Lyne,EXPERT,MAIRIE de VERZEILLE,"1, rue de l'Ecole",,11250 VERZEILLE,04 68 69 41 71,04 68 69 44 72,sivuladern-verzeille@outlook.fr,,,,, ,    ,04 68 69 44 72
76 - Occitanie,11 - Aude,2 - Limoux,200059418 - Quillan,251101382,SIVU de la maison de retraite de Quillan,SIVU,0,0,24/07/1997,24/07/1997,MEMNB,,7,4668,2,CBUDG,0,0,0,,0,,M.,Pierre,CASTEL,Mairie,,,11500 Quillan,04 68 20 00 44,04 68 20 90 28,mairie.quillan@wanadoo.fr,,,,, ,    ,04 68 20 90 28
76 - Occitanie,11 - Aude,1 - Carcassonne,211102991 - Preixan,251101424,SI de restauration scolaire Preixan - Rouffiac-d'Aude,SIVU,0,0,31/08/1998,31/08/1998,MEMNB,,2,1082,1,CBUDG,0,0,0,,0,,Mme,Patricia,DHUMEZ,Mairie,,,11250 Preixan,04 68 26 80 55,04 68 26 85 87,mairie.preixan@wanadoo.fr,,,,, ,    ,04 68 26 85 87
76 - Occitanie,11 - Aude,2 - Limoux,211102140 - Malras,251101440,SIVU du RP de la vallée du Blau,SIVU,0,0,03/09/1999,03/09/1999,MEMNB,,3,1097,1,CBUDG,0,0,0, ,0, ,M.,Michel,TACHA,Mairie Malras,Place du Casteillas,,11300 Gaja et Malras,04 68 31 71 78,    ,sivu.delavalleedublau@laposte.net,,,,, ,    ,04 68 31 71 95
76 - Occitanie,11 - Aude,3 - Narbonne,211100771 - Castelnau-d'Aude,251101499,SIVU de gestion du réseau de rigoles de la plaine des Plots alimentant leurs sources,SIVU,0,0,05/01/2001,05/01/2001,MEMNB,,5,2654,1,CBUDG,0,0,0, ,0, ,M.,Raymond,BRU,Mairie,,,11700 CASTELNAU D'AUDE,04 68 43 75 64,04 68 43 73 63,sivu-gest-rigoles@orange.fr ou castelnau.aude@free.fr,,,,, ,    ,04 68 43 73 63
76 - Occitanie,11 - Aude,2 - Limoux,211100458 - Bouriège,251101515,SIVU du RP de la Corneilla,SIVU,0,0,06/02/2001,06/02/2001,MEMNB,,4,674,1,CBUDG,0,0,0,,0,,Mme,Carmen,BERTHOU,Mairie,,,11300 BOURIEGE,04 68 31 51 34,04 68 31 66 37,,,,,, ,    ,04 68 31 66 37
76 - Occitanie,11 - Aude,1 - Carcassonne,211101464 - Floure,251101523,SIVU du RP de l'Alaric,SIVU,0,0,26/07/2001,26/07/2001,MEMNB,,3,1156,1,CBUDG,0,0,0, ,0, ,M.,Jean-Pierre,SOLEIHAC,Mairie de Floure,,,11800 FLOURE,04 68 79 20 86,04 68 79 04 31,sivu.alaric@orange.fr,,,,, ,    ,04 68 79 04 31
76 - Occitanie,11 - Aude,3 - Narbonne,211100649 - Camplong-d'Aude,251101531,SIVU RP Camplong-Ribaute,SIVU,0,0,16/11/2001,16/11/2001,MEMNB,,2,650,1,CBUDG,0,0,0, ,0, ,M.,Serge,LEPINE,Mairie de Camplong d'Aude,10 rue des écoles,,11200 CAMPLONG D'AUDE,04 68 43 60 72,04 68 43 69 62,sivucamplongribaute@orange.fr,,,,, ,    ,04 68 43 69 62
76 - Occitanie,11 - Aude,3 - Narbonne,211102611 - Moux,251101622,SIVU du RP Moux-Montbrun,SIVU,0,0,18/09/2003,18/09/2003,MEMNB,,2,1029,1,CBUDG,0,0,0,,0,,M.,Gérard,PIOCH,"19, avenue Henry Bataille  Mairie de Moux",,,11700 MOUX,04 68 43 90 27,04 68 43 92 99,mairiemoux@wanadoo.fr,,,,, ,    ,04 68 43 92 99
76 - Occitanie,11 - Aude,2 - Limoux,211100367 - Belvis,251101713,Syndicat  intercommunal télévision du Pays de Sault,SIVU,0,0,08/12/2004,08/12/2004,MEMNB,,6,634,1,CBUDG,0,0,0, ,0, ,M.,Didier,THIERRY,Mairie de Belvis,,,11340 Belvis,04 68 20 37 62,04 68 20 35 66,secretariat@mairie-belvis.fr,,,,, ,09 72 47 14 40,04 68 20 74 36
76 - Occitanie,11 - Aude,3 - Narbonne,211103601 - Saint-Nazaire-d'Aude,251101739,SI du collège de Saint-Nazaire-d'Aude,SIVU,0,0,07/01/2005,07/01/2005,MEMNB,,13,17142,1,CBUDG,0,0,0,,0,,M.,Gilles,BERTELLI,Hôtel de Ville,"161, Avenue de la République",,11120 ST NAZAIRE D'AUDE,04 68 46 13 63,04 68 46 13 63,mairie-sainte-valiere@wanadoo.fr,,,,, ,    ,04 68 46 13 63
76 - Occitanie,11 - Aude,1 - Carcassonne,211101225 - Douzens,251101754,"SI du RP Blomac, Comigne, Douzens",SIVU,0,0,14/03/2005,14/03/2005,MEMNB,,3,1300,1,CBUDG,0,0,0, ,0, ,M.,Philippe,RAPPENEAU,Mairie de Douzens,"5, rue de la Mairie",,11700 Douzens,04 68 79 10 06,04 68 78 61 30,mairiededouzens@orange.fr,,,,, ,    ,04 68 78 61 30
76 - Occitanie,11 - Aude,3 - Narbonne,211103536 - Saint-Marcel-sur-Aude,251101788,SIVU Les Passerelles,SIVU,0,0,09/09/2005,09/09/2005,MEMNB,,5,8620,1,CBUDG,0,0,0, ,0, ,Mme,Joëlle,GOUY-RATAJCZAK,Mairie de Saint Marcel sur Aude,9 avenue Georges Brassens,,11120 Saint Marcel sur Aude,    ,    ,lespasserelles@wanadoo.fr,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211100771 - Castelnau-d'Aude,251101796,SIVOS du RPI Castelnau-d'Aude - Escales - Tourouzelle,SIVU,0,0,27/10/2005,27/10/2005,AUTR,,3,1468,1,CBUDG,0,0,0,,0,,Mme,Bénédicte,MUNOZ,mairie place de la mairie BP 1,,,11700 CASTELNAU D'AUDE,    ,    ,,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211103791 - Sigean,200030310,SIVOM Corbières Méditerranée,SIVOM,1,0,02/12/2011,02/12/2011,POPUL,,11,22626,6,CBUDG,0,0,0, ,0, ,Mme,Monique,CHING,"1,rue Jean Cocteau",,,11130 SIGEAN,04 68 48 71 30,    ,,,,,, ,    ,    
76 - Occitanie,11 - Aude,1 - Carcassonne,211103718 - Salles-sur-l'Hers,200036119,SIVU Lauragais Audois,SIVOM,1,0,26/12/2012,01/01/2013,MEMNB,,38,12584,4,CBUDG,0,0,0,,0,,Mme,Isabelle,SIAU,16 Grand rue,,,11410 SALLES SUR L'HERS,    ,    ,,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211101241 - Durban-Corbières,200075315,SIVOM des Corbières,SIVOM,0,0,21/04/2017,21/04/2017,POPUL,,15,3891,3,CFISC,0,0,0,,0,,M.,Bruno,SCHENK,,14 rue de la Mairie,,11360 DURBAN,    ,    ,sivomcorbieres.audreypelletier@gmail.com,,,14 rue de la Mairie,,11360 DURBAN,    ,    
76 - Occitanie,11 - Aude,2 - Limoux,211104203 - Villebazy,241100106,SIVOM de la vallée du Barris,SIVOM,0,0,25/05/1972,25/05/1972,MEMNB,,2,261,3,CBUDG,0,0,0,,0,,M.,Guy,SERIE,Mairie,,,11250 VILLEBAZY,04 68 69 42 67,04 68 69 42 14,,,,,, ,    ,04 68 69 42 14
76 - Occitanie,11 - Aude,3 - Narbonne,211102553 - Montredon-des-Corbières,241100239,SIVOM de Narbonne Rural,SIVOM,0,0,14/06/1971,14/06/1971,MEMNB,,16,38765,2,CBUDG,0,0,0, ,0, ,M.,Edouard,ROCHER,17 avenue de Louate,ZI Plaine Nord,"Lieudit ""le Petit Rouc""",11110 MONTREDON DES CORBIERES,04 68 45 30 02,04 68 45 25 10,magali.ribo@sivom-narbonne-rural.fr,,,,, ,    ,04 68 45 25 10
76 - Occitanie,11 - Aude,2 - Limoux,211102066 - Limoux,251101580,SIVOM des eaux du Limouxin,SIVOM,0,0,07/01/2003,07/01/2003,POPUL,,11,15666,1,CBUDG,0,0,0, ,0, ,M.,Pierre,DURAND,Mairie de Limoux,,,11300 Limoux,04 68 31 01 16,04 68 74 70 89,mairie@limoux.fr,,,,, ,04 68 31 01 16,04 68 74 70 89
76 - Occitanie,11 - Aude,3 - Narbonne,211102629 - Narbonne,200001238,SM du delta de l'Aude,SMF,0,1,28/12/2005,28/12/2005,AUTR,,3,111756,4,CBUDG,0,0,0, ,0, ,M.,Jacques,POCIELLO,"3,rue Jonquières",,,11100 Narbonne,04 68 65 14 40,04 68 32 77 72,smda11@orange.fr,,,,, ,    ,04 68 32 77 72
76 - Occitanie,11 - Aude,1 - Carcassonne,211100698 - Carcassonne,200036101,COVALDEM 11 ,SMF,1,0,26/12/2012,01/01/2013,POPUL,,6,243176,1,CBUDG,0,0,0,,0,,M.,Pierre,BARDIES,1075 Boulevard François Xavier Fafeur ZA Lannolier,,,11000 CARCASSONNE,04 68 11 97 00,    ,,,,,, ,    ,    
76 - Occitanie,11 - Aude,2 - Limoux,200059418 - Quillan,200046928,SM de l'abattoir de Quillan Haute vallée de l'Aude,SMF,0,0,26/04/2013,26/04/2013,MEMNB,,8,43029,1,CBUDG,0,0,0,,0,,M.,Alfred,VISMARA,Mairie,,,11500 Quillan,04 68 20 00 44,04 68 20 90 28,mairie.quillan@wanadoo.fr,,,,, ,    ,04 68 20 90 28
76 - Occitanie,11 - Aude,1 - Carcassonne,211100995 - Conques-sur-Orbiel,200073468,SM Aude centre,SMF,0,1,30/12/2016,01/01/2017,MEMNB,,6,122869,5,CFISC,0,0,0,,0,,M.,Christian,MAGRO,ZA Coste Galiane,,,11600 Conques sur Orbiel,    ,    ,audecentre@orange.fr,,,,, ,04 67 77 05 44,04 68 77 05 44
76 - Occitanie,11 - Aude,3 - Narbonne,211103908 - Thézan-des-Corbières,200077972,Syndicat du bassin versant Orbieu-Jourres,SMF,0,0,28/12/2017,01/01/2018,MEMNB,,4,96824,4,CBUDG,0,0,0,,0,,M.,André,HERNANDEZ,13 rue du Moulin à Vent,,,11200 THEZAN des CORBIERES,    ,    ,siahbo@wanadoo.fr,,13 rue du moulin a vent,,,11200 THEZAN DES CORBIEES,04 68 45 81 94,    
76 - Occitanie,11 - Aude,3 - Narbonne,211101241 - Durban-Corbières,200077980,Syndicat de bassin de la Berre et du Rieu,SMF,0,1,28/12/2017,01/01/2018,MEMNB,,3,17352,4,CBUDG,0,0,0,,0,,M.,Michel,JAMMES,"12, rue de la Mairie",BP15,,11360 Durban Corbières,04 68 45 81 94,04 68 45 84 66,sibr@wanadoo.fr,,12 rue de la Marie,BP15,,11360 DURBAN,04 68 45 81 94,04 68 45 84 66
76 - Occitanie,11 - Aude,3 - Narbonne,211100862 - Caves,200077998,Syndicat d'aménagement hydraulique des bassins versants Corbières Maritimes,SMF,0,1,28/12/2017,01/01/2018,MEMNB,,8,8610,2,CBUDG,0,0,0,,0,,M.,Jean-Paul,FAURAN,Mairie,4 rue de la mairie,,11510 Caves,04 68 76 01 55,    ,syndicat.corbieres.maritimes@gmail.com,,SYNDICAT DU BASSIN VERSANT DES CORBIERES MARITIMES,13 rue du moulin à vent,,11200 THEZAN DES CORBIERES,04 68 65 69 27,04 68 45 65 07
76 - Occitanie,11 - Aude,1 - Carcassonne,211100698 - Carcassonne,200091254,Réseau Solidarité Eau 11 dit RéSeau11,SMF,1,1,23/12/2019,01/01/2020,POPUL,,60,175797,1,CBUFI,0,0,0,,0,,M.,André,VIOLA,Hôtel du Département,Allée Raymond Courrière,,11855 CARCASSONNE cedex 9,    ,    ,administration@reseau11.fr,,Service administration générale,ZAE du Lauragais - 2 avenue de la Preuilhe,,11150 BRAM,    ,    
76 - Occitanie,11 - Aude,1 - Carcassonne,211101381 - Fendeille,251100236,SMICTOM de l'Ouest Audois,SMF,1,0,28/06/1974,28/06/1974,POPUL,,2,44369,1,CBUDG,0,0,0, ,0, ,M.,Philippe,GREFFIER,Route de Castelnaudary,"RD 6 - ""Le Gravier""",,11400 FENDEILLE,04 68 94 18 63,04 68 23 54 92,smictom@smictom-ouestaudois.fr,www.smictom-ouestaudois.fr,,,, ,    ,04 68 23 54 92
76 - Occitanie,11 - Aude,1 - Carcassonne,211104344 - Villepinte,251100913,SI pour l'aménagement hydraulique du bassin du Fresquel,SMF,0,1,31/08/1966,31/08/1966,AUTR,,7,115215,5,CFISC,0,0,0, ,0, ,M.,Jacques,DIMON,Mairie,,,11150 Villepinte,04 68 94 32 25,04 68 94 23 24,fresquel@orange.fr,,,,, ,    ,04 68 94 23 24
76 - Occitanie,11 - Aude,2 - Limoux,211102066 - Limoux,251101671,SMAH de la Haute vallée de l'Aude,SMF,0,1,12/03/2004,12/03/2004,MEMNB,,7,110654,6,CBUDG,0,0,0, ,0, ,M.,Pierre,BARDIES,Zone artisanale du Razès,Rue de la Malepère,,11300 LIMOUX,04 68 31 42 41,04 68 31 42 41,sivuhva@wanadoo.fr,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211102025 - Leucate,251101705,SM RIVAGE,SMF,0,1,10/11/2004,10/11/2004,POPUL,,6,282617,1,CBUFI,0,0,0,,0,,M.,Michel,PY,Mairie,,,11370 LEUCATE,04 68 40 51 00,04 68 40 59 12,rivage@mairie-leucate.fr,,,,, ,    ,04 68 40 59 12
76 - Occitanie,11 - Aude,3 - Narbonne,211100672 - Canet,200017093,SM du canal de Canet,SMO,0,0,26/09/2008,26/09/2008,AUTR,,4,2616,1,CBUDG,0,0,0,,0,,M.,Cyril,GARCIA,"22, avenue de la Distillerie",,,11200 CANET d'Aude,04 68 90 11 00,    ,,,CANET,,, ,04 68 90 11 00,    
76 - Occitanie,11 - Aude,1 - Carcassonne,211100698 - Carcassonne,200026789,Syndicat audois d'énergies et du numérique (SYADEN),SMO,0,0,01/12/2010,01/12/2010,AUTR,Collège départemental et collège communal,401,252752,1,CBUDG,0,0,0, ,0, ,M.,Régis,BANQUET,15 rue Barbès,CS 20073,,11890 Carcassonne,04 68 11 56 30,04 83 07 57 56,contact@syaden.fr,syaden.net,15 rue Barbès,BP31022,,11850 CARCASSONNE,04 68 11 56 30,09 70 62 99 66
76 - Occitanie,11 - Aude,3 - Narbonne,211104013 - Tuchan,200061091,SMO de préfiguration du Parc naturel régional des Corbières-Fenouillèdes,SMO,0,1,01/01/2016,01/01/2016,AUTR,,77,371618,1,CBUFI,0,0,0,,0,,M.,Hervé,BARO,,2 rue de la cave coopérative,,11350 TUCHAN,    ,    ,,,,,, ,    ,    
76 - Occitanie,11 - Aude,3 - Narbonne,211102108 - Luc-sur-Orbieu,251101077,SM du canal de Luc,SMO,0,0,19/09/1989,19/09/1989,AUTR,,5,14517,2,CBUDG,0,0,0, ,0, ,M.,Philippe,ALLARY,1 rue des Anciens Combattants d'Afrique du Nord,,,11200 Luc sur Orbieu,04 68 27 13 32,04 68 27 13 32,syndicanal.lob@wanadoo.fr,,,,, ,    ,    
76 - Occitanie,11 - Aude,1 - Carcassonne,211100698 - Carcassonne,251101549,SM des milieux aquatiques et rivières,SMO,0,0,30/05/2002,30/05/2002,AUTR,,8,397831,6,CBUDG,0,0,0,,0,,M.,Eriac,MENASSI,Conseil Général de l'Aude,,,11000 CARCASSONNE,04 68 11 63 02,04 68 11 68 91,m.joellegarrigue@cg11.fr,,,,, ,    ,04 68 11 68 91
76 - Occitanie,11 - Aude,1 - Carcassonne,211100698 - Carcassonne,251101598,SM du grand site de la Cité de Carcassonne,SMO,0,1,28/01/2003,28/01/2003,AUTR,,4,116352,1,CBUDG,0,0,0, ,0, ,M.,Gérard,LARRAT,Hôtel de Ville,"32, rue Aimé Ramond",,11835 CARCASSONNE cedex 9,04 68 77 78 81,04 68 77 74 93,wilfried.grau@mairie.carcassonne.fr ; contact@grandsite-carcassonne.fr,www.grandsite-carcassonne.fr,,,, ,    ,04 68 77 74 93
76 - Occitanie,11 - Aude,3 - Narbonne,211102629 - Narbonne,251101648,SM de gestion du Parc naturel régional de la Narbonnaise en Méditerranée,SMO,0,1,13/01/2004,13/01/2004,POPUL,,34,137357,1,CBUDG,0,0,0, ,0, ,M.,Didier,CODORNIOU,Domaine de Montplaisir,,,11100 NARBONNE,04 68 42 23 70,04 68 42 66 55,info@parc-naturel-narbonnaise.fr,www.parc-naturel-narbonnaise.fr,1 rue jean cocteau,,,11130 SIGEAN,    ,04 68 42 66 55
76 - Occitanie,11 - Aude,3 - Narbonne,211102033 - Lézignan-Corbières,251101655,SM pour la gestion de la cuisine centrale du Lézignanais,SMO,0,0,28/01/2004,28/01/2004,MEMNB,,2,33902,1,CBUDG,0,0,0,,0,,M.,Serge,LEPINE,Mairie,,,11200 Lézignan-Corbières,04 68 27 03 35,04 68 27 04 54,communauté-communes-region-lezignanais@wanadoo.fr,,,,, ,    ,04 68 27 04 54
76 - Occitanie,11 - Aude,3 - Narbonne,211101720 - Homps,253401632,SM d'aménagement de Jouarres (SMAJ),SMO,0,1,19/01/1989,19/01/1989,AUTR,7 délégués CACarcassonne/8 délégués CCrégionLézignanaise/4 CCMinervois/1 OTI Ht Minervois,4,17941,2,CBUDG,0,0,0, ,0, ,M.,Dominique,COMBE,Bâtiment le CHAI,35 QUAI DES TONNELIERS,,11200 HOMPS,04 68 91 18 98,04 68 91 18 99,smaj34@orange.fr,,,,, ,    ,04 68 91 18 99
76 - Occitanie,11 - Aude,2 - Limoux,211102066 - Limoux,200077964,PETR Vallée de l'Aude,PETR,0,0,26/12/2017,01/01/2018,MEMNB,,2,42558,3,CBUDG,0,0,0,,0,,M.,Pierre,DURAND,Communauté de communes du Limouxin,Place Alcantara,,11300 Limoux,    ,    ,,,,,, ,    ,    
76 - Occitanie,12 - Aveyron,2 - Rodez,211202023 - Rodez,241200187,CA Rodez Agglomération,CA,0,0,20/12/1999,20/12/1999,ACCOR,,8,58921,48,FPU,0,0,0, ,1, ,M.,Christian,TEYSSEDRE,"1,place Adrien Rozier",B.P.531,,12005 Rodez cedex,05 65 73 83 00,05 65 73 83 10,rodezagglomeration@agglo-grandrodez.fr,,"1, place Adrien Rozier",B.P. 531,,12005 Rodez Cedex,05 65 73 83 00,05 65 73 83 10
76 - Occitanie,12 - Aveyron,3 - Villefranche-de-Rouergue,211200894 - Decazeville,200067064,CC Decazeville Communauté,CC,0,0,25/10/2016,01/01/2017,RDC,,12,19332,26,FPU,0,0,0,,0,,M.,François,MARTY,Maison de l'Industrie,,,12300 Decazeville,05 65 43 95 00,05 65 43 27 64,secretariat@decazeville-communaute.fr,,Maison de l'Industrie,BP 68,,12300 Decazeville,05 65 43 95 00,05 65 43 27 64
76 - Occitanie,12 - Aveyron,1 - Millau,211202866 - Vabres-l'Abbaye,200067155,"CC Saint Affricain, Roquefort, Sept Vallons",CC,0,0,27/10/2016,01/01/2017,ACCOR,,14,14424,29,FPU,0,0,0,,0,,M.,Sébastien,DAVID,Rue du Quai,,,12400 Vabres l'Abbaye,05 65 99 49 56,05 65 99 49 55,accueil@cc-saintaffricain.fr,,Rue du Quai,,,12400 Vabres l'Abbaye,05 65 99 49 56,05 65 99 49 55
76 - Occitanie,12 - Aveyron,1 - Millau,211200258 - Belmont-sur-Rance,200067163,"CC Monts, Rance et Rougier",CC,0,0,25/10/2016,01/01/2017,RDC,,23,6516,25,FPU,0,0,0,,0,,Mme,Monique,ALIES,CENTRE ADMINISTRATIF,ROUTE DE LACAUNE,,12370 BELMONT SUR RANCE,05 65 49 37 80,05 65 99 98 06,contact@ccmrr.fr,,Centre administratif,Route de Lacaune,,12370 Belmont-sur-Rance,05 65 98 15 21,05 65 98 15 29
